  0 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
  1 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
  2 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
  3 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
  4 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
  5 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
  6 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
  7 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
  8 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
  9 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
 10 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
 11 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
 12 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
 13 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
 14 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
 15 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
 16 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
 17 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
 18 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
 19 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
 20 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
 21 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
 22 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
 23 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
 24 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
 25 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
 26 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
 27 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
 28 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
 29 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
 30 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
 31 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
 32 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
 33 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
 34 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
 35 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
 36 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
 37 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00
 38 +0.00000000E+00 +1.00000000E+00 +1.00000000E+00 +0.00000000E+00

  0 +4.90873866E-02 +1.00000000E+00 +9.98795450E-01 +1.20455027E-03
  1 +4.90873866E-02 +1.00000000E+00 +9.98795450E-01 +1.20455027E-03
  2 +4.90873866E-02 +9.98795211E-01 +9.98795450E-01 -2.38418579E-07
  3 +4.90873866E-02 +9.98795211E-01 +9.98795450E-01 -2.38418579E-07
  4 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
  5 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
  6 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
  7 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
  8 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
  9 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
 10 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
 11 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
 12 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
 13 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
 14 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
 15 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
 16 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
 17 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
 18 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
 19 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
 20 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
 21 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
 22 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
 23 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
 24 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
 25 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
 26 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
 27 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
 28 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
 29 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
 30 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
 31 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
 32 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
 33 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
 34 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
 35 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
 36 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
 37 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00
 38 +4.90873866E-02 +9.98795450E-01 +9.98795450E-01 +0.00000000E+00

  0 +9.81747732E-02 +1.00000000E+00 +9.95184720E-01 +4.81528044E-03
  1 +9.81747732E-02 +1.00000000E+00 +9.95184720E-01 +4.81528044E-03
  2 +9.81747732E-02 +9.95180845E-01 +9.95184720E-01 -3.87430191E-06
  3 +9.81747732E-02 +9.95180845E-01 +9.95184720E-01 -3.87430191E-06
  4 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
  5 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
  6 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
  7 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
  8 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
  9 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
 10 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
 11 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
 12 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
 13 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
 14 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
 15 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
 16 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
 17 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
 18 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
 19 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
 20 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
 21 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
 22 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
 23 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
 24 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
 25 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
 26 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
 27 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
 28 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
 29 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
 30 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
 31 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
 32 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
 33 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
 34 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
 35 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
 36 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
 37 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00
 38 +9.81747732E-02 +9.95184720E-01 +9.95184720E-01 +0.00000000E+00

  0 +1.47262156E-01 +1.00000000E+00 +9.89176512E-01 +1.08234882E-02
  1 +1.47262156E-01 +1.00000000E+00 +9.89176512E-01 +1.08234882E-02
  2 +1.47262156E-01 +9.89156902E-01 +9.89176512E-01 -1.96099281E-05
  3 +1.47262156E-01 +9.89156902E-01 +9.89176512E-01 -1.96099281E-05
  4 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
  5 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
  6 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
  7 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
  8 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
  9 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
 10 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
 11 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
 12 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
 13 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
 14 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
 15 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
 16 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
 17 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
 18 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
 19 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
 20 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
 21 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
 22 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
 23 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
 24 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
 25 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
 26 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
 27 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
 28 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
 29 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
 30 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
 31 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
 32 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
 33 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
 34 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
 35 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
 36 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
 37 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00
 38 +1.47262156E-01 +9.89176512E-01 +9.89176512E-01 +0.00000000E+00

  0 +1.96349546E-01 +1.00000000E+00 +9.80785251E-01 +1.92147493E-02
  1 +1.96349546E-01 +1.00000000E+00 +9.80785251E-01 +1.92147493E-02
  2 +1.96349546E-01 +9.80723441E-01 +9.80785251E-01 -6.18100166E-05
  3 +1.96349546E-01 +9.80723441E-01 +9.80785251E-01 -6.18100166E-05
  4 +1.96349546E-01 +9.80785370E-01 +9.80785251E-01 +1.19209290E-07
  5 +1.96349546E-01 +9.80785370E-01 +9.80785251E-01 +1.19209290E-07
  6 +1.96349546E-01 +9.80785251E-01 +9.80785251E-01 +0.00000000E+00
  7 +1.96349546E-01 +9.80785251E-01 +9.80785251E-01 +0.00000000E+00
  8 +1.96349546E-01 +9.80785251E-01 +9.80785251E-01 +0.00000000E+00
  9 +1.96349546E-01 +9.80785251E-01 +9.80785251E-01 +0.00000000E+00
 10 +1.96349546E-01 +9.80785251E-01 +9.80785251E-01 +0.00000000E+00
 11 +1.96349546E-01 +9.80785251E-01 +9.80785251E-01 +0.00000000E+00
 12 +1.96349546E-01 +9.80785251E-01 +9.80785251E-01 +0.00000000E+00
 13 +1.96349546E-01 +9.80785251E-01 +9.80785251E-01 +0.00000000E+00
 14 +1.96349546E-01 +9.80785251E-01 +9.80785251E-01 +0.00000000E+00
 15 +1.96349546E-01 +9.80785251E-01 +9.80785251E-01 +0.00000000E+00
